fLength,fWidth,fM3Trans,fDist,class
54.733,14.7307,-4.6043,174.53,g
52.1044,17.2225,-7.3971,263.582,g
52.3766,16.1986,-3.6452,230.038,g
62.8276,21.7863,-17.7335,299.582,g
28.3396,6.8049,1.7177,138.106,g
26.1687,20.7041,4.8895,166.01,g
12.8721,11.3311,8.6555,77.6975,g
25.2213,12.6447,-6.3854,150.287,g
34.5605,12.149,7.337,145.628,g
16.1144,10.7622,8.9517,196.851,g
31.6769,19.2556,14.8882,226.045,g
84.9312,26.6571,14.9757,268.919,g
18.6247,10.2444,3.7287,131.329,g
41.4947,23.9692,11.5529,185.47,g
33.6195,24.7136,15.3934,103.945,g
75.3228,25.8935,-15.9761,319.543,g
21.4317,10.6329,-11.3014,152.367,g
48.9681,12.1154,-7.4103,157.251,g
81.0143,23.5233,18.1783,293.048,g
19.0602,12.4033,-8.9728,129.31,g
22.996,12.9225,-7.3609,201.05,g
52.6825,18.4592,-12.3256,180.639,g
51.7656,30.7225,14.3551,197.258,g
29.2419,11.1869,-10.6449,170.813,g
84.9009,41.6145,26.7647,384.328,g
37.6527,16.8221,-6.791,144.118,g
83.8164,25.9336,-18.7808,292.918,g
31.4905,16.8762,-7.2886,167.5,g
25.7304,17.1213,9.1168,153.401,g
39.3646,16.0335,-15.2482,155.325,g
22.0016,10.1677,10.7335,155.428,g
21.6421,9.9561,11.2487,127.847,g
40.2341,25.8946,-16.2614,223.564,g
21.6617,10.2103,6.0877,202.869,g
25.9645,11.7121,-7.6253,136.037,g
46.6663,21.6453,-12.2564,197.599,g
30.817,15.7507,-10.6264,99.5598,g
28.2195,16.0469,-3.1397,196.942,g
90.1049,22.951,23.146,277.043,g
19.6892,0,0,120.092,g
35.996,15.5616,9.7797,116.789,g
33.3772,13.2521,11.8099,174.63,g
17.6381,15.5527,4.9912,188.867,g
12.8548,9.5385,-8.5784,99.625,g
76.2706,22.3676,6.9765,230.045,g
39.2466,24.2978,5.3645,165.523,g
63.805,23.9225,-18.4904,240.845,g
26.1326,18.5898,-6.7491,167.964,g
29.4876,16.237,8.2457,142.494,g
77.2321,23.0616,-12.8192,200.019,g
81.174,22.1521,16.9084,287.038,g
35.6831,14.4158,-5.2938,172.176,g
83.738,32.8001,-29.1398,371.197,g
23.8533,19.6965,14.2618,123.296,g
28.5888,18.6679,-12.0483,113.893,g
12.7273,11.6358,9.5077,204.895,g
18.9069,13.6793,3.3348,132.657,g
45.0286,17.5759,13.0118,168.228,g
39.3421,20.8675,-18.3023,197.644,g
41.0916,7.7414,4.5228,158.72,g
40.7319,16.6665,13.3908,243.29,g
24.9352,16.9595,-8.7697,138.647,g
18.7096,18.0184,6.8848,170.946,g
44.7045,15.4495,-9.9351,195.209,g
31.7333,28.3887,-17.6719,85.5493,g
21.5656,10.3079,7.0316,86.392,g
18.4204,9.8345,-5.4272,183.597,g
20.2006,17.3896,7.1931,119.783,g
87.3122,31.0349,-13.7868,358.097,g
82.1936,16.042,11.8929,271.086,g
117.783,21.0132,-12.4734,292.307,g
87.4915,30.701,20.7408,215.939,g
20.9469,6.4102,-6.1023,124.276,g
53.2936,13.4141,3.0146,176.269,g
102.934,36.3217,-23.4473,321.169,g
24.0493,18.3094,-13.6286,68.119,g
61.1429,24.6071,13.197,247.101,g
88.5821,45.3852,52.1147,289.22,g
28.5902,6.7851,-3.3153,143.659,g
112.173,20.9418,-13.9673,281.1,g
28.9911,11.7773,11.4288,246.6,g
91.2684,13.4125,-10.498,249.345,g
77.8656,32.3037,11.5384,314.071,g
97.0232,27.7519,-16.9043,343.473,g
29.6407,17.2199,-7.9063,191.574,g
37.1464,21.6205,-12.9581,78.1894,g
34.9461,24.4611,-20.7199,158.252,g
19.4413,7.2845,-4.2641,137.048,g
21.3145,12.5083,-9.3692,207.403,g
29.4757,17.0463,-15.4773,90.0854,g
25.6901,12.6439,9.2902,123.714,g
37.9953,17.6303,-14.3472,223.025,g
78.4084,22.6877,-15.9201,327.214,g
45.0948,16.4904,10.8361,179.202,g
21.6948,6.8708,-6.5457,84.0671,g
29.1293,14.9228,-12.8523,176.901,g
26.2768,14.0731,-13.9195,105.591,g
38.5073,22.6766,14.5938,60.2772,g
22.1643,11.0356,5.5689,116.737,g
53.6432,20.8631,-4.5304,226.537,g
83.3164,22.8416,17.6231,294.692,g
70.8315,22.3982,19.2635,248.983,g
25.2747,7.6662,6.2533,113.628,g
24.0671,12.9107,-7.3955,202.08,g
77.537,26.5315,-10.8984,284.693,g
34.1382,0.0047,0,139.655,g
34.8534,6.6139,3.1,280.666,g
41.2342,11.6318,-10.0278,123.023,g
34.8054,28.6052,-30.5988,253.581,g
27.5367,10.0171,4.372,85.9899,g
32.2232,10.1951,5.144,150.414,g
48.2055,19.7274,-13.2184,273.879,g
14.6095,12.2051,-7.9362,222.205,g
32.8734,19.5686,9.6089,163.69,g
50.7517,25.7097,14.7461,211.238,g
36.1456,19.3865,13.9788,149.081,g
27.0631,9.8894,-6.4295,95.7948,g
101.59,31.0974,15.3875,306.838,g
20.7584,10.7436,-8.0842,150.943,g
20.8491,9.9287,-7.6769,25.6525,g
89.3625,35.3979,-25.5998,291.305,g
27.4977,18.0857,13.6905,42.2426,g
34.664,12.5674,8.6285,170.336,g
33.8872,15.3817,-8.7236,203.121,g
63.7085,38.5389,21.4838,179.017,g
44.7307,18.8161,-10.7131,264.806,g
21.4397,10.5758,-6.2677,221.567,g
101.142,37.8614,28.4664,306.068,g
20.1082,7.112,5.2305,127.573,g
21.5836,11.0068,-10.2306,195.988,g
25.2454,15.261,-7.9618,160.568,g
33.7391,24.2694,15.7315,215.296,g
35.3788,13.3014,9.732,137.491,g
18.299,10.6174,-4.4594,146.91,g
34.3084,9.2682,7.4421,122.989,g
25.142,16.2245,7.5803,176.699,g
25.8327,9.7133,-2.8244,167.192,g
75.5264,37.4053,-18.0208,191.936,g
19.5955,7.2752,4.5607,197.041,g
26.8792,9.6096,-6.6477,150.193,g
21.9086,16.4167,-13.2331,129.789,g
19.5031,7.4171,-4.6729,116.122,g
81.1628,25.2375,-19.4008,208.863,g
72.9599,30.7461,23.1615,258.822,g
45.9494,15.0612,8.8865,199.806,g
18.5582,7.4575,1.9712,235.731,g
27.4308,15.3788,-9.8991,218.119,g
28.9745,10.8616,8.1459,168.448,g
21.1063,6.6598,6.1724,150.165,g
83.1099,38.2191,25.8337,366.082,g
47.8281,19.7515,-14.579,244.304,g
77.5988,38.494,29.8495,247.285,g
36.7526,10.7672,8.2875,145.572,g
35.5151,17.6425,6.846,128.676,g
70.1391,23.6089,-12.7678,256.641,g
23.9049,11.3034,3.8512,268.549,g
21.9111,9.7568,11.5157,186.455,g
17.9821,10.7309,-5.202,144.039,g
86.3454,31.682,-29.8343,372.642,g
49.2474,20.7543,4.9216,252.168,g
30.6613,15.0985,6.5174,151.766,g
29.8548,21.4516,-9.5246,86.5943,g
31.2684,9.4683,-9.2346,225.955,g
25.8428,15.6143,11.2755,116.805,g
26.3595,16.6583,-10.4312,165.147,g
25.7999,16.0064,-11.3655,165.509,g
30.7233,17.244,-17.5649,180.643,g
56.1429,37.2478,-21.3862,152.755,g
39.0778,11.1994,6.8493,198.609,g
58.6077,18.0167,8.4731,241.974,g
121.021,25.7419,-12.3028,354.892,g
37.3484,16.1795,8.4204,177.726,g
79.3412,20.5278,16.1732,280.817,g
25.558,10.2586,3.6553,229.673,g
20.2506,15.4963,11.8336,95.6973,g
53.3069,23.6018,-23.6743,336.614,g
27.8169,16.0478,-11.9524,144.054,g
75.596,13.0069,-7.5942,248.281,g
87.2749,42.1656,-33.9331,385.237,g
18.6811,10.1583,5.0252,67.0659,g
52.9757,29.9201,-10.1804,191.008,g
24.5394,14.7391,-6.8022,234.156,g
80.1881,28.3893,-23.743,258.537,g
68.4339,13.6962,12.7439,138.435,g
79.664,13.2776,5.1437,333.205,g
58.6959,15.1367,-9.5868,168.445,g
42.1536,23.1402,13.3461,167.334,g
28.7156,13.9972,6.6946,240.26,g
19.9784,11.9517,3.8522,155.076,g
117.58,62.1755,-52.7223,169.88,g
18.8538,16.9483,13.2414,54.9974,g
12.6909,11.6998,10.1004,155.297,g
22.971,18.99,-14.984,69.4031,g
73.8115,22.5542,10.0727,203.818,g
19.2624,18.1898,-9.6021,72.8908,g
69.4398,28.6293,-22.5188,254.383,g
62.9894,22.0828,19.2514,245.997,g
60.4811,28.5022,15.6241,285.973,g
22.9886,13.3644,8.7282,191.331,g
100.5,23.4542,14.1886,255.465,g
19.7805,10.535,-10.0522,71.4138,g
73.8934,40.0651,-38.8749,255.277,g
20.7572,10.2053,-11.525,171.369,g
17.8316,10.6337,6.2132,150.953,g
32.2241,14.35,-8.8684,204.417,g
54.8891,24.3038,10.6542,224.356,g
46.9247,20.2722,16.7207,270.211,g
25.867,16.2597,3.8152,86.6499,g
23.5712,9.0408,11.1255,231.163,g
35.2047,17.138,-9.2086,131.449,g
41.2127,25.0323,-23.9756,184.823,g
60.8999,25.7562,-10.1453,235.714,g
25.7024,10.3364,7.6639,119.558,g
54.3153,24.5044,14.8565,208.059,g
23.7533,16.8303,-11.9067,157.23,g
23.224,0,-13.9836,116.265,g
55.059,18.0137,-8.1996,186.519,g
17.4823,10.9852,-4.274,130.539,g
12.6396,11.7764,9.8825,140.647,g
19.6803,10.2929,10.5979,238.819,g
21.2664,15.6519,15.0612,38.7206,g
27.8148,24.776,12.8607,182.969,g
82.4735,24.709,-8.1449,209.252,g
67.6194,22.0969,-15.0872,238.7,g
86.9886,32.8868,-13.9605,256.601,g
22.6563,12.3945,10.4809,159.159,g
32.3989,16.4734,12.8753,190.318,g
34.1178,12.2455,8.4064,172.465,g
35.6536,14.3624,11.9469,127.902,g
50.4557,23.2869,14.9676,264.155,g
25.8147,15.3315,13.8212,167.508,g
38.7824,25.7038,11.2312,165.672,g
34.6882,22.6579,-8.4395,160.775,g
21.6581,10.7069,-8.9505,129.765,g
22.248,9.4628,9.3962,167.82,g
81.9826,33.7547,11.7835,383.77,g
45.8043,21.1248,-8.742,193.897,g
29.3515,16.1523,9.7048,161.384,g
85.0151,9.8589,-10.7709,201.148,g
12.611,11.815,9.1143,166.312,g
83.5534,23.8092,-15.037,351.783,g
20.0308,6.8968,-5.075,97.8178,g
18.8589,11.6242,-11.6151,184.349,g
32.8354,21.1722,-4.964,187.348,g
41.8231,25.2456,17.0575,119.375,g
18.9883,16.4769,12.6554,99.6356,g
33.2508,15.7565,-11.5925,167.241,g
33.1019,12.8653,8.8158,199.781,g
33.5855,17.5786,11.0716,235.85,g
32.5117,27.0574,8.4679,119.14,g
18.3692,12.481,9.7286,165.277,g
102.179,21.1275,11.06,156.342,g
79.2206,35.8989,-18.1485,181.652,g
74.4488,28.7465,20.1857,289.528,g
31.031,18.0642,16.6029,202.205,g
40.0284,16.5307,13.3917,190.811,g
20.9972,16.9618,-6.0207,49.1779,g
19.1072,12.2813,-6.6801,170.516,g
48.4126,15.4321,-7.3338,155.285,g
22.9757,14.8362,-15.0231,143.194,g
81.6624,26.8262,19.2051,261.226,g
21.699,17.4339,14.0514,185.413,g
41.151,18.1161,-14.7868,213.524,g
80.0227,39.5044,-27.862,207.781,g
26.6095,17.6968,14.8182,82.3375,g
92.7412,23.9243,-11.0333,186.465,g
46.2246,16.1574,-11.5287,271.691,g
47.8916,13.88,11.835,179.801,g
90.4766,38.2659,23.7069,373.654,g
79.2893,32.1527,-20.2549,244.51,g
64.9861,21.2241,-15.6523,231.728,g
107.242,58.063,-51.7926,284.616,g
24.6949,14.1549,-5.1483,76.7707,g
112.725,82.8625,-32.6349,276.547,g
13.4506,10.3067,-11.882,151.186,g
18.633,15.8767,9.1146,139.225,g
27.065,14.0799,11.3003,106.868,g
53.9373,19.0335,11.5627,192.359,g
41.7658,13.0274,-7.8327,184.046,g
32.5571,27.5582,16.3219,78.3827,g
79.4851,29.5448,17.5256,261.942,g
18.6177,10.3838,-4.8199,248.18,g
23.062,0,-0.0001,206.174,g
19.1463,16.2983,11.4413,50.0851,g
35.2694,10.6241,-11.8777,191.172,g
33.8546,19.1791,-5.8403,124.672,g
35.7386,20.2441,-4.3031,210.752,g
28.6584,6.6732,-3.408,153.222,g
82.3651,26.8716,-15.4215,246.495,g
28.097,20.4787,14.0435,166.518,g
20.4561,14.9805,-7.8968,140.296,g
103.549,47.3822,-27.4501,340.679,g
26.1824,10.3186,6.8146,118.858,g
18.7276,12.9777,-5.2782,197.866,g
23.2889,15.7807,-10.3174,95.7377,g
35.5642,16.9976,3.3023,113.391,g
58.922,29.3917,21.7235,332.298,g
22.3151,0,0,137.768,g
52.2513,19.1501,8.5605,185.71,g
20.0751,12.6029,-9.2943,105.021,g
19.8544,7.3577,-5.1095,150.963,g
70.0753,19.3644,-8.1105,244.546,g
55.5756,21.8339,18.3279,261.157,g
54.4935,21.4637,5.0079,236.494,g
42.2145,14.1213,-3.1977,180.135,g
30.9402,11.2609,-8.3306,153.977,g
21.2211,6.8795,-6.259,92.9938,g
29.8063,17.6169,-20.3248,107.562,g
36.497,17.5773,-10.0773,175.281,g
59.3377,26.1354,13.8393,339.751,g
12.9108,11.3309,10.9232,136.464,g
18.1398,10.6219,5.6541,159.314,g
26.619,18.0992,10.3654,152.829,g
23.3221,10.8672,4.3794,99.3764,g
33.7126,14.5975,10.4087,188.455,g
23.4331,10.0241,-8.6736,189.464,g
12.5842,9.1948,3.9707,204.587,g
58.5847,16.5447,12.2408,226.425,g
26.5096,12.8159,6.2608,250.721,g
20.9159,16.424,-7.6148,122.121,g
26.1183,17.7737,-14.9269,93.218,g
53.7411,15.5309,-13.0556,236.574,g
39.9736,26.9678,-20.5765,174.992,g
18.1938,12.0311,11.2342,63.5566,g
69.5868,22.6932,-20.1084,244.718,g
26.3059,15.6807,-11.2768,149.608,g
42.0033,11.1099,4.4854,269.535,g
12.5215,11.939,10.3295,170.806,g
51.6081,19.4357,14.5263,286.53,g
51.1294,20.8044,-14.9291,177.669,g
36.8412,21.7957,13.1596,209.926,g
33.6009,16.3082,-5.0109,187.088,g
59.3407,24.1321,10.0941,264.491,g
32.2595,12.6968,8.5749,200.717,g
26.6387,9.6367,-6.8911,107.627,g
96.3809,23.2359,18.58,268.105,g
30.4324,24.7446,-6.6348,57.6624,g
56.5977,9.269,-6.4003,154.621,g
66.4813,23.6457,16.9882,258.257,g
28.3406,18.176,17.696,200.397,g
25.712,17.7167,-12.2771,138.203,g
19.5172,15.4178,-13.5523,250.407,g
39.9972,22.1835,13.3279,228.618,g
53.2359,21.0305,-11.9021,216.989,g
32.0031,14.8942,6.7478,184.485,g
18.7375,9.9878,5.4097,50.7272,g
37.1211,19.3785,16.5466,177.352,g
73.9821,13.2506,3.5581,293.71,g
18.2796,10.6091,4.6502,180.919,g
48.0627,13.4801,-6.4965,166.891,g
44.7025,17.275,15.3809,177.162,g
32.4023,18.5031,16.415,135.167,g
60.1173,23.4638,-19.0775,232.422,g
43.4518,18.3722,-12.3009,223.846,g
19.1023,15.2928,-8.7623,105.548,g
18.6836,16.8769,-8.5215,72.183,g
27.9778,12.0396,8.4659,66.3802,g
89.5857,43.8501,8.5947,219.917,g
26.4957,19.7704,8.8332,125.776,g
21.5956,16.7994,-12.6692,40.1499,g
19.2814,14.4914,0.1864,46.8615,g
92.0007,34.869,22.2188,372.871,g
28.4792,24.3384,18.6641,314.871,g
30.2969,23.0277,14.735,194.753,g
21.4533,10.874,8.6273,190.149,g
32.5213,17.1659,6.4774,104.047,g
15.5259,11.0836,-9.1742,185.27,g
88.6127,34.7513,16.2879,348.887,g
23.8851,15.8349,15.855,185.295,g
66.6981,24.516,14.3485,267.995,g
104.297,17.7526,-17.2276,319.606,g
111.015,60.4622,24.3567,284.34,g
25.4394,15.1214,-2.4174,219.292,g
18.1854,10.6422,2.3166,219.605,g
21.1727,10.7506,7.9413,245.963,g
13.1882,10.3094,-10.6872,151.613,g
24.8934,9.0198,3.4208,197.488,g
33.3083,18.0903,-7.1653,155.877,g
23.0552,15.7242,11.575,174.131,g
67.4161,33.1921,24.2788,300.243,g
21.9413,10.0942,10.3281,136.798,g
38.609,25.2966,16.786,166.406,g
23.1655,20.9149,14.8946,156.686,g
31.0964,14.4152,-7.1128,237.581,g
57.682,20.99,-15.2536,208.324,g
66.3629,27.4271,-18.672,232.544,g
63.7982,31.2915,-13.3246,201.366,g
33.7757,17.5674,9.4229,231.062,g
46.4868,15.7047,-5.673,210.841,g
20.7297,12.8606,-6.8576,168.896,g
21.691,6.7773,6.5257,103.417,g
28.7647,23.9383,15.2222,154.515,g
22.6152,16.4329,-13.4768,197.039,g
56.8471,17.1351,-10.2485,186.712,g
58.1256,28.6943,-22.4649,205.607,g
21.3922,11.7584,11.3967,170.743,g
28.3689,15.6983,14.7642,170.755,g
141.884,18.1945,-11.7328,310.081,g
46.7382,16.7142,9.1539,206.973,g
33.0503,13.7444,-12.3509,212.251,g
23.1716,20.1597,-8.2996,118.229,g
31.0309,8.2536,9.061,92.7866,g
12.5581,11.8942,-11.2001,165.4,g
30.3063,11.1478,-7.3102,155.056,g
37.0847,19.5983,14.5998,226.533,g
53.1732,15.7798,5.3486,195.206,g
74.9025,25.0511,-8.8902,248.487,g
54.5553,20.935,-12.9588,87.4514,g
50.1723,14.241,8.9086,160.513,g
95.598,31.8116,-32.6101,286.971,g
41.4986,23.3668,17.5422,160.948,g
74.4417,28.3567,17.6371,284.264,g
31.5685,16.2927,4.9921,197.989,g
53.7433,23.089,-9.4969,84.9414,g
43.3156,26.1589,-10.4868,119.24,g
18.7382,7.4744,3.0951,209.245,g
23.914,14.8707,11.5109,213.922,g
122.51,25.2937,-19.9955,290.657,g
39.6573,11.0999,5.2492,142.327,g
36.0591,20.1264,11.2823,62.9514,g
101.073,29.0582,16.2313,291.476,g
18.322,11.7068,11.4953,184.799,g
38.5646,19.5065,-6.9413,199.937,g
17.6485,10.9792,-4.3932,112.684,g
76.1034,19.6985,10.5081,262.3,g
44.3036,11.9267,7.2818,130.003,g
29.2823,12.9176,-7.5543,232.164,g
38.5289,26.4492,-15.6061,189.437,g
20.2358,7.1978,-5.4469,81.5759,g
28.6793,7.9675,-6.2511,202.981,g
35.904,26.8518,15.2017,126.355,g
26.8903,9.4561,4.3473,172.175,g
19.1106,16.0598,9.5807,185.174,g
29.3913,13.5035,9.4631,150.638,g
24.848,12.0353,-8.3771,181.353,g
73.7512,28.5164,24.0679,259.303,g
44.5834,21.4692,15.0791,140.315,g
113.44,27.2173,22.1385,260.732,g
18.2939,10.6387,-2.8062,145.132,g
35.989,11.6932,11.5262,258.973,g
49.1229,24.2545,16.6326,176.439,g
88.3871,21.003,4.4624,282.056,g
114.331,44.5018,27.7561,286.922,g
77.7029,24.7773,-7.858,241.917,g
20.9469,6.4102,6.1023,20.4975,g
48.5562,19.8516,15.4155,150.565,g
83.4719,36.2252,-25.6948,239.336,g
20.547,12.7599,9.2539,157.112,g
97.4259,56.9767,-33.3058,201.771,g
95.5597,27.2877,25.3293,172.864,g
51.8528,27.1569,-11.6498,298.168,g
75.6241,28.467,3.1833,223.593,g
67.5796,28.5328,-17.3229,137.063,g
26.8174,21.0559,20.7562,106.427,g
32.2964,17.2756,6.6299,192.477,g
97.7222,29.3071,-8.0848,270.704,g
60.5182,13.3571,-9.9993,178.156,g
51.9672,18.3654,4.8777,223.278,g
35.3852,18.0039,8.6959,157.049,g
21.2653,7.0229,6.3205,157.815,g
28.541,9.6103,-8.0494,149.881,g
19.8471,16.338,12.8509,110.845,g
26.074,10.1859,-5.1066,175.312,g
57.7781,19.0184,-10.893,193.245,g
30.1299,18.6517,-6.9749,177.414,g
35.6234,9.6289,-7.1594,220.773,g
42.6868,19.2865,10.7413,234.337,g
95.7802,39.2607,-24.2292,309.565,g
21.1235,6.9854,-6.2098,97.5924,g
27.3842,14.24,11.7636,146.404,g
29.5252,20.0901,15.7103,158.866,g
28.0756,10.0967,-10.3309,186.097,g
23.8573,21.8826,-9.3657,132.206,g
26.1194,11.9517,-9.5501,77.015,g
22.985,17.2814,15.4976,204.914,g
55.7695,24.5232,5.3759,280.757,g
23.9948,16.2368,-10.8641,162.13,g
77.9107,28.337,-20.8642,301.222,g
27.8575,12.7818,9.1153,240.869,g
17.4309,11.0903,-2.7501,196.605,g
32.5241,17.8766,14.9415,213.754,g
65.1314,26.0843,15.9757,295.958,g
15.4038,11.6905,8.3079,160.581,g
18.7081,16.3803,16.7391,200.766,g
35.92,21.2075,-16.3204,154.244,g
19.5128,16.7005,-13.9717,145.109,g
23.1363,13.5366,-4.1679,108.319,g
71.9841,28.9406,9.6029,199.395,g
60.8494,14.083,-8.632,167.112,g
47.5381,33.4546,26.514,161.09,g
107.572,30.9831,-23.4075,304.361,g
43.072,12.2106,5.78,231.376,g
21.1295,6.6819,-6.1868,105.681,g
27.6075,26.4077,-14.8525,72.3307,g
42.7816,16.8095,5.703,113.583,g
21.5372,15.7724,-8.1782,88.5483,g
48.0175,32.658,23.5773,127.172,g
58.8813,27.5643,-6.3803,150.413,g
22.1436,17.8129,-13.3663,155.124,g
55.6748,22.1855,10.1152,337.901,g
16.5737,11.4093,5.7233,150.268,g
67.7017,22.1684,6.8237,221.202,g
42.6022,16.2177,7.5307,217.434,g
20.2427,6.8375,-5.3686,169.265,g
37.2558,17.8501,13.4788,155.799,g
61.2538,48.2495,37.8267,93.0088,g
46.5503,21.7313,21.9683,245.797,g
90.4566,31.4576,18.8074,341.706,g
56.4198,16.7197,11.5413,205.266,g
87.5301,36.5059,-19.5678,354.79,g
28.4409,20.246,7.2573,135.597,g
42.1493,15.5688,12.5711,158.071,g
20.7835,7.1998,-6.0148,242.85,g
70.6423,20.3857,18.0326,209.142,g
46.2076,23.1547,-10.8417,180.67,g
35.2888,13.8337,-9.2587,160.947,g
25.235,18.4194,3.845,236.144,g
60.8563,13.4122,-10.6983,226.337,g
22.231,11.8873,-7.5324,183.843,g
28.2159,21.5931,7.3605,180.64,g
23.7486,14.3036,-6.3338,176.651,g
18.8496,16.1203,-9.781,224.657,g
49.0913,32.9026,-13.9013,138.026,g
41.3581,22.8099,13.5722,205.323,g
42.2236,19.9761,-12.7014,192.229,g
30.3122,20.5216,11.988,133.186,g
30.2441,25.8384,10.7054,215.265,g
24.5528,14.5928,-10.3742,139.456,g
55.1999,17.4642,-8.2674,284.525,g
74.9208,32.2449,9.5949,361.98,g
20.532,18.6601,-7.5688,191.237,g
48.1898,20.6604,-10.8913,183.076,g
90.3339,41.3571,-34.2388,370.971,g
46.2936,24.4211,6.4114,130.933,g
15.8344,11.8559,-4.4923,226.351,g
18.5095,11.5116,-8.7502,146.66,g
44.6257,17.3928,13.2095,175.413,g
91.3695,49.0157,25.3998,179.313,g
66.6014,23.7963,-13.546,267.41,g
21.295,16.3565,-11.6914,80.0502,g
20.1456,7.3238,5.4492,162.035,g
25.7066,14.1612,-5.115,217.425,g
106.671,17.5314,11.3232,167.616,g
38.6408,16.3194,8.4875,170.274,g
34.9412,24.3793,-14.5903,134.926,g
37.3728,17.1148,10.301,186.091,g
25.3484,23.7798,6.1731,112.886,g
82.4094,21.5765,-17.1337,283.982,g
78.9104,21.9894,6.5612,290.14,g
53.2494,30.1739,-15.4511,290.654,g
19.7891,12.9889,3.8875,75.7494,g
68.619,13.7645,5.6543,256.718,g
81.7537,22.9181,-11.1344,359.074,g
49.2676,22.2474,-9.1138,234.989,g
43.394,14.3798,11.7271,121.477,g
28.1836,21.694,17.4113,207.581,g
50.6455,29.5536,-22.4322,281.812,g
69.0711,29.571,-12.5814,295.273,g
27.1715,11.2034,-6.8132,224.793,g
41.2491,18.3478,-13.2604,194.282,g
39.0441,27.4169,-14.8493,140.274,g
89.5962,21.532,-13.1465,209.439,g
32.9178,18.5352,7.8666,229.296,g
21.8432,10.8657,-7.7056,181.712,g
29.3911,15.9442,13.5689,149.267,g
21.4329,9.5412,10.0636,109.464,g
27.3062,10.5344,-8.2512,195.661,g
68.9226,18.0087,11.3891,199.811,g
102.45,27.5832,23.9538,197.165,g
24.5779,18.5496,-8.6485,201.205,g
28.5512,12.9598,6.6037,266.666,g
43.516,27.127,23.3337,252.709,g
66.8274,21.7998,17.3318,257.381,g
34.3277,16.6392,13.3243,198.937,g
35.7062,19.2807,-12.6915,210.396,g
34.5555,17.7096,13.305,197.112,g
51.5423,17.1957,-12.3993,220.826,g
25.8925,15.612,10.1931,134.68,g
48.9754,20.5578,-11.5802,195.176,g
20.8527,10.668,7.5715,102.541,g
52.5166,20.297,-15.1208,306.998,g
23.315,0,-9.5652,196.27,g
58.0284,18.9179,10.9606,219.692,g
19.6734,18.7298,-12.226,179.987,g
18.4436,7.4467,1.8321,112.386,g
27.3841,16.5037,-8.2152,193.038,g
55.7401,24.7534,14.87,255.205,g
18.3186,10.3349,-4.3641,172.411,g
43.7649,28.1242,9.9509,160.676,g
26.5702,14.7651,9.6575,232.161,g
34.7943,21.5846,-15.5638,161.145,g
42.6783,12.2273,6.8694,238.944,g
17.5793,15.5771,-15.5147,211.033,g
17.6563,10.8055,3.9711,95.1152,g
19.1333,12.7595,-9.212,165.33,g
94.9225,28.2406,10.2235,317.93,g
22.1689,12.4471,9.1109,188.537,g
24.5739,10.4502,7.4281,172.583,g
80.3783,36.2917,-28.4729,346.603,g
44.9886,24.3943,15.22,157.056,g
12.736,11.623,-9.7077,198.161,g
54.9218,12.7197,-5.4493,204.865,g
97.0464,12.2902,3.9472,231.445,g
27.3576,10.0167,5.0151,235.028,g
16.0964,10.9584,8.8141,221.189,g
57.627,27.978,-19.7095,271.079,g
23.5264,9.8446,-9.7726,161.436,g
36.1281,11.0465,-8.6113,139.436,g
21.7632,12.4786,4.391,152.444,g
21.0426,10.2196,10.1976,175.703,g
30.4837,17.4756,11.8032,180.255,g
29.114,18.1634,-12.0594,144.449,g
52.5731,20.4082,14.2752,217.54,g
69.0182,17.9498,8.4063,253.205,g
13.7784,9.4179,11.659,145.204,g
22.3943,19.3554,-14.6051,44.9015,g
30.6543,20.541,-8.0913,114.632,g
26.2348,13.4231,13.3223,238.223,g
18.0929,7.4076,-3.6485,205.452,g
45.5945,21.2593,6.9607,216.746,g
58.2616,13.6449,5.4078,229.28,g
19.0237,12.7709,8.1203,107.452,g
19.9501,7.3538,5.2361,207.426,g
59.4146,21.6014,-11.9678,204.091,g
16.7571,11.1616,7.3821,170.814,g
38.6516,19.3449,-16.3988,133.153,g
101.25,24.022,-6.8962,278.483,g
89.9165,35.2407,-12.4408,406.034,g
65.7368,32.8299,-24.2423,153.825,g
102.584,37.8894,22.6898,210.977,g
23.4293,15.0895,-5.1196,89.2638,g
12.6909,11.6845,-5.1042,194.397,g
53.1157,25.7168,-19.4141,226.377,g
78.8116,28.7278,-18.0107,340.083,g
62.0635,17.3895,-11.1993,254.026,g
53.2086,22.5457,-14.1456,245.071,g
13.3786,10.4786,11.9014,138.523,g
16.1931,11.1654,-8.1622,168.497,g
39.5991,29.3927,15.9953,156.545,g
21.434,14.7528,-6.2743,192.929,g
29.6494,19.0756,14.3759,135.346,g
35.3685,25.5231,-7.1707,211.998,g
71.8916,32.0685,26.3802,299.69,g
38.5541,12.5228,-5.088,179.057,g
72.6176,17.1847,-15.1871,265.691,g
43.3106,17.2934,10.4531,250.705,g
33.0715,18.5809,-11.942,236.268,g
26.8718,10.8443,11.0975,202.706,g
17.9289,15.7445,6.3273,156.122,g
32.4915,9.5923,-11.3673,230.031,g
42.2472,17.7531,-7.6275,217.043,g
43.1787,22.7382,-12.3755,154.487,g
81.6259,33.2622,-24.3374,330.342,g
84.2514,30.6098,22.4562,230.64,g
31.7847,27.1539,-22.7852,221.642,g
32.3022,14.8135,12.326,131.52,g
71.4229,38.2364,-17.9037,356.713,g
21.4143,6.4432,-6.3612,225.729,g
